protID	geneID	protName	capUsage	absUsage	UB
W0T4G1	KLMA_10089	KLMA_10089	0	0	4.03e-07
W0T4H7	KLMA_10316	KLMA_10316	6.02e-07	1.38e-13	2.29e-07
W0T4J0	KLMA_10336	KLMA_10336	0.966	1.11e-05	1.15e-05
W0T4J4	KLMA_10341	KLMA_10341	0.898	2.6e-06	2.9e-06
W0T4J5	KLMA_10124	KLMA_10124	0	0	Inf
W0T4J6	KLMA_20074	KLMA_20074	0	0	7.1e-07
W0T4J7	KLMA_10678	KLMA_10678	0	0	1.62e-07
W0T4K1	KLMA_10683	KLMA_10683	0	0	5.66e-06
W0T4M1	KLMA_20099	KLMA_20099	0	0	Inf
W0T4N4	KLMA_10723	KLMA_10723	0.997	4.93e-05	4.95e-05
W0T4N5	KLMA_10159	KLMA_10159	0	0	4.2e-06
W0T4N6	KLMA_20114	KLMA_20114	0	0	1.25e-06
W0T4P7	KLMA_20129	KLMA_20129	0	0	2.9e-07
W0T4R5	KLMA_10763	KLMA_10763	0.117	1.48e-06	1.26e-05
W0T4S5	KLMA_10436	KLMA_10436	0.103	4.16e-09	4.04e-08
W0T4T5	KLMA_10179	KLMA_10179	0.00483	5.4e-09	1.12e-06
W0T4U6	KLMA_10189	KLMA_10189	0.0569	1.41e-07	2.47e-06
W0T4W6	KLMA_10818	KLMA_10818	0	0	1.68e-08
W0T4W9	KLMA_10481	KLMA_10481	0	0	8.78e-09
W0T4Y9	KLMA_10234	KLMA_10234	0	0	5.7e-07
W0T4Z5	KLMA_10506	KLMA_10506	0	0	2.06e-07
W0T4Z7	KLMA_10244	KLMA_10244	0	0	9.12e-07
W0T500	KLMA_10511	KLMA_10511	0	0	Inf
W0T503	KLMA_20244	KLMA_20244	0	0	2.18e-07
W0T517	KLMA_20259	KLMA_20259	0.0163	2.59e-08	1.59e-06
W0T518	KLMA_20042	KLMA_20042	0	0	1.71e-06
W0T533	KLMA_10546	KLMA_10546	0	0	Inf
W0T534	KLMA_20057	KLMA_20057	0	0	1.17e-07
W0T536	KLMA_10289	KLMA_10289	0	0	Inf
W0T537	KLMA_20062	KLMA_20062	0	0	1.21e-07
W0T541	KLMA_10294	KLMA_10294	0	0	3.24e-07
W0T557	KLMA_20299	KLMA_20299	0.997	8.53e-06	8.56e-06
W0T562	KLMA_20304	KLMA_20304	0.996	6.45e-05	6.48e-05
W0T570	KLMA_10581	KLMA_10581	0	0	7.4e-07
W0T576	KLMA_20319	KLMA_20319	0	0	1.61e-07
W0T5A6	KLMA_10621	KLMA_10621	0	0	7.69e-07
W0T5B1	KLMA_10626	KLMA_10626	0	0	2e-07
W0T5C0	KLMA_10389	KLMA_10389	1	4.58e-06	4.58e-06
W0T5D1	KLMA_20172	KLMA_20172	0.972	2.53e-05	2.6e-05
W0T5D7	KLMA_10656	KLMA_10656	0.16	2.17e-08	1.36e-07
W0T5D8	KLMA_20354	KLMA_20354	0	0	3.96e-06
W0T5E0	KLMA_10414	KLMA_10414	0.0133	6.23e-09	4.66e-07
W0T5E4	KLMA_10419	KLMA_10419	0	0	1.49e-06
W0T5F5	KLMA_20202	KLMA_20202	0	0	2.77e-07
W0T5F9	KLMA_10434	KLMA_10434	0	0	1.83e-06
W0T5G3	KLMA_10439	KLMA_10439	0	0	1.13e-05
W0T5I6	KLMA_20414	KLMA_20414	0	0	3.51e-06
W0T5J3	KLMA_20424	KLMA_20424	0	0	2.47e-06
W0T5M1	KLMA_20262	KLMA_20262	0.00202	2.79e-09	1.38e-06
W0T5M3	KLMA_20454	KLMA_20454	1	1.51e-06	1.51e-06
W0T5M8	KLMA_20459	KLMA_20459	0	0	2.89e-05
W0T5N2	KLMA_20272	KLMA_20272	0	0	1.42e-07
W0T5N8	KLMA_10514	KLMA_10514	0.0147	8.19e-08	5.56e-06
W0T5N9	KLMA_10731	KLMA_10731	0.0203	1.67e-08	8.25e-07
W0T5P9	KLMA_10741	KLMA_10741	0	0	Inf
W0T5Q1	KLMA_10524	KLMA_10524	0	0	2.45e-06
W0T5Q3	KLMA_20484	KLMA_20484	0	0	1.13e-06
W0T5T4	KLMA_10781	KLMA_10781	0	0	4.67e-08
W0T5U7	KLMA_10564	KLMA_10564	0	0	1.54e-07
W0T5W0	KLMA_10811	KLMA_10811	0	0	1.1e-06
W0T5X5	KLMA_20559	KLMA_20559	0	0	4.74e-08
W0T5Y2	KLMA_20005	KLMA_20005	0	0	Inf
W0T5Y3	KLMA_10599	KLMA_10599	0	0	3.3e-07
W0T616	KLMA_20604	KLMA_20604	0	0	6.02e-07
W0T620	KLMA_20377	KLMA_20377	0	0	3.68e-07
W0T633	KLMA_20619	KLMA_20619	0	0	1.07e-06
W0T640	KLMA_10649	KLMA_10649	0	0	3.22e-08
W0T642	KLMA_20402	KLMA_20402	0	0	Inf
W0T644	KLMA_20629	KLMA_20629	0.996	3.2e-06	3.21e-06
W0T657	KLMA_20644	KLMA_20644	0	0	1.3e-07
W0T673	KLMA_20105	KLMA_20105	0.152	5.36e-06	3.52e-05
W0T677	KLMA_20110	KLMA_20110	0	0	4.98e-07
W0T679	KLMA_20447	KLMA_20447	0	0	4.25e-08
W0T686	KLMA_20679	KLMA_20679	0	0	3.38e-08
W0T6B9	KLMA_20155	KLMA_20155	0	0	1.25e-06
W0T6C5	KLMA_10032	KLMA_10032	0	0	1.14e-07
W0T6D1	KLMA_20165	KLMA_20165	0	0	6.93e-06
W0T6D2	KLMA_10714	KLMA_10714	0	0	3.47e-08
W0T6D8	KLMA_20734	KLMA_20734	1	1.56e-06	1.56e-06
W0T6H6	KLMA_20552	KLMA_20552	0	0	2.33e-07
W0T6I8	KLMA_20779	KLMA_20779	0.114	2.6e-08	2.27e-07
W0T6J0	KLMA_20220	KLMA_20220	0	0	Inf
W0T6K0	KLMA_10794	KLMA_10794	0	0	8.83e-08
W0T6K8	KLMA_10804	KLMA_10804	0	0	1.75e-09
W0T6L0	KLMA_20587	KLMA_20587	0	0	Inf
W0T6M2	KLMA_10819	KLMA_10819	1	5.17e-07	5.17e-07
W0T6N2	KLMA_20612	KLMA_20612	0	0	4.95e-08
W0T6N9	KLMA_10137	KLMA_10137	0	0	6.74e-07
W0T6P2	KLMA_20008	KLMA_20008	0	0	2.08e-07
W0T6Q1	KLMA_20637	KLMA_20637	0	0	2.84e-08
W0T6Q3	KLMA_20023	KLMA_20023	0.194	1.5e-07	7.72e-07
W0T6Q9	KLMA_10157	KLMA_10157	1	7.93e-06	7.93e-06
W0T6R3	KLMA_20290	KLMA_20290	2.54e-05	3.04e-11	1.2e-06
W0T6R7	KLMA_20657	KLMA_20657	0	0	7.35e-07
W0T6R8	KLMA_20043	KLMA_20043	0	0	7.14e-08
W0T6S2	KLMA_20048	KLMA_20048	0	0	9.18e-08
W0T6S6	KLMA_20305	KLMA_20305	0.0208	7.98e-07	3.84e-05
W0T6U1	KLMA_20687	KLMA_20687	0	0	7.53e-07
W0T6V3	KLMA_30042	KLMA_30042	0	0	1.3e-06
W0T6V7	KLMA_20093	KLMA_20093	0	0	2.6e-07
W0T6W0	KLMA_10182	KLMA_10182	1	3.88e-07	3.88e-07
W0T6W1	KLMA_20098	KLMA_20098	0.0751	3e-06	3.99e-05
W0T6W8	KLMA_10192	KLMA_10192	0	0	4.96e-08
W0T6X1	KLMA_20722	KLMA_20722	1	7.94e-06	7.94e-06
W0T6Z0	KLMA_10222	KLMA_10222	0	0	8.58e-09
W0T6Z4	KLMA_10227	KLMA_10227	0.381	1.27e-05	3.33e-05
W0T704	KLMA_20752	KLMA_20752	0	0	1.81e-07
W0T717	KLMA_20370	KLMA_20370	4.4e-05	9.42e-12	2.14e-07
W0T718	KLMA_20153	KLMA_20153	0	0	2.61e-08
W0T723	KLMA_20158	KLMA_20158	0	0	1.21e-05
W0T747	KLMA_20405	KLMA_20405	0	0	1.83e-07
W0T754	KLMA_10297	KLMA_10297	0	0	6.35e-07
W0T759	KLMA_30152	KLMA_30152	0	0	Inf
W0T760	KLMA_20193	KLMA_20193	0	0	Inf
W0T771	KLMA_10317	KLMA_10317	0.996	1.05e-05	1.06e-05
W0T776	KLMA_20208	KLMA_20208	0	1.94e-07	Inf
W0T778	KLMA_20817	KLMA_20817	0	0	2.98e-08
W0T793	KLMA_10342	KLMA_10342	0	0	1.32e-07
W0T794	KLMA_30187	KLMA_30187	0.997	3.32e-05	3.33e-05
W0T7A9	KLMA_20243	KLMA_20243	0	6e-13	Inf
W0T7C4	KLMA_30227	KLMA_30227	0	0	2.65e-08
W0T7D6	KLMA_20505	KLMA_20505	0	0	2.12e-07
W0T7D8	KLMA_30010	KLMA_30010	0	0	Inf
W0T7E0	KLMA_30247	KLMA_30247	1	1.75e-07	1.75e-07
W0T7E5	KLMA_20278	KLMA_20278	0.972	2.53e-05	2.6e-05
W0T7F0	KLMA_10402	KLMA_10402	0.389	1.35e-08	3.46e-08
W0T7F7	KLMA_20288	KLMA_20288	0	0	4.82e-06
W0T7G1	KLMA_30267	KLMA_30267	0.997	4.93e-05	4.95e-05
W0T7G3	KLMA_30035	KLMA_30035	0.0126	1.88e-07	1.49e-05
W0T7I0	KLMA_20308	KLMA_20308	0.996	2.62e-05	2.63e-05
W0T7I7	KLMA_30292	KLMA_30292	1	3.35e-06	3.35e-06
W0T7J3	KLMA_30070	KLMA_30070	0.375	3.1e-06	8.26e-06
W0T7J6	KLMA_30075	KLMA_30075	0.582	3.49e-06	6e-06
W0T7J7	KLMA_30302	KLMA_30302	0	0	3.45e-07
W0T7K3	KLMA_20575	KLMA_20575	1	1.98e-05	1.98e-05
W0T7K6	KLMA_30312	KLMA_30312	0.18	6.25e-06	3.47e-05
W0T7K8	KLMA_20580	KLMA_20580	0	0	Inf
W0T7L9	KLMA_30327	KLMA_30327	1	2.28e-05	2.28e-05
W0T7M0	KLMA_30105	KLMA_30105	1	9.39e-06	9.39e-06
W0T7P9	KLMA_30357	KLMA_30357	0	0	5.31e-07
W0T7R3	KLMA_30155	KLMA_30155	0	0	Inf
W0T7R4	KLMA_20368	KLMA_20368	0	0	Inf
W0T7U1	KLMA_20665	KLMA_20665	0	0	2.93e-08
W0T7U4	KLMA_10547	KLMA_10547	0	0	Inf
W0T7V3	KLMA_20408	KLMA_20408	0	0	3.63e-07
W0T7V7	KLMA_20413	KLMA_20413	0.162	6.45e-08	3.97e-07
W0T7V9	KLMA_30412	KLMA_30412	0	0	Inf
W0T7W7	KLMA_20423	KLMA_20423	0	0	5.11e-08
W0T7Y2	KLMA_30225	KLMA_30225	0	0	1.02e-06
W0T7Y5	KLMA_10587	KLMA_10587	0.00524	1.67e-08	3.19e-06
W0T804	KLMA_20468	KLMA_20468	0	0	3.98e-06
W0T805	KLMA_30250	KLMA_30250	0	0	9.16e-07
W0T809	KLMA_20473	KLMA_20473	0	0	2.86e-07
W0T818	KLMA_20483	KLMA_20483	1	8.54e-06	8.54e-06
W0T827	KLMA_20493	KLMA_20493	0	0	1.85e-06
W0T828	KLMA_30275	KLMA_30275	0.0915	3.31e-07	3.61e-06
W0T846	KLMA_30295	KLMA_30295	0	0	1.69e-07
W0T850	KLMA_30300	KLMA_30300	0	0	2.24e-07
W0T870	KLMA_30325	KLMA_30325	1	3.66e-08	3.66e-08
W0T883	KLMA_20568	KLMA_20568	0.814	1.11e-05	1.36e-05
W0T899	KLMA_30527	KLMA_30527	1	2.31e-05	2.31e-05
W0T8A1	KLMA_10677	KLMA_10677	0	0	4.14e-05
W0T8A2	KLMA_30365	KLMA_30365	0	0	1.86e-05
W0T8A7	KLMA_10682	KLMA_10682	0.0915	4.39e-07	4.8e-06
W0T8A8	KLMA_20598	KLMA_20598	0.186	2.73e-07	1.46e-06
W0T8A9	KLMA_30370	KLMA_30370	0	0	6.74e-07
W0T8B1	KLMA_20830	KLMA_20830	0	0	Inf
W0T8B6	KLMA_30557	KLMA_30557	0	0	2.1e-07
W0T8B7	KLMA_10692	KLMA_10692	0	0	2.42e-07
W0T8B8	KLMA_20608	KLMA_20608	0	0	7.08e-08
W0T8C0	KLMA_30562	KLMA_30562	0	0	1.26e-06
W0T8D0	KLMA_30577	KLMA_30577	0	0	4.28e-06
W0T8D4	KLMA_10712	KLMA_10712	0	0	1.51e-05
W0T8E6	KLMA_20638	KLMA_20638	0	0	Inf
W0T8E7	KLMA_30013	KLMA_30013	0	0	Inf
W0T8E9	KLMA_30405	KLMA_30405	0	0	Inf
W0T8F1	KLMA_30602	KLMA_30602	1	1.33e-06	1.33e-06
W0T8F2	KLMA_20643	KLMA_20643	0.996	2.5e-06	2.51e-06
W0T8F4	KLMA_30018	KLMA_30018	0	0	Inf
W0T8F6	KLMA_30607	KLMA_30607	0	0	1.31e-07
W0T8G3	KLMA_10747	KLMA_10747	0	0	1.56e-07
W0T8G4	KLMA_30617	KLMA_30617	0	0	1.61e-06
W0T8G6	KLMA_30028	KLMA_30028	0	0	5.26e-07
W0T8G7	KLMA_10752	KLMA_10752	1	4.31e-05	4.31e-05
W0T8H6	KLMA_30430	KLMA_30430	0	0	2.22e-07
W0T8H7	KLMA_10762	KLMA_10762	0	0	Inf
W0T8I7	KLMA_10772	KLMA_10772	0	0	1.06e-07
W0T8J7	KLMA_30450	KLMA_30450	0	0	Inf
W0T8K0	KLMA_10787	KLMA_10787	0	0	1.24e-06
W0T8L0	KLMA_10797	KLMA_10797	0	0	2.92e-07
W0T8M0	KLMA_10807	KLMA_10807	0	0	3.02e-07
W0T8N1	KLMA_30687	KLMA_30687	0.304	1.91e-05	6.28e-05
W0T8N2	KLMA_30480	KLMA_30480	0.0431	1.11e-07	2.57e-06
W0T8P1	KLMA_30697	KLMA_30697	0.705	3.12e-06	4.42e-06
W0T8P2	KLMA_10832	KLMA_10832	0	0	1.93e-07
W0T8R1	KLMA_30722	KLMA_30722	0	0	2.01e-06
W0T8R8	KLMA_20753	KLMA_20753	0	0	1.06e-06
W0T8S0	KLMA_40003	KLMA_40003	0	0	Inf
W0T8S2	KLMA_30148	KLMA_30148	1	9.39e-06	9.39e-06
W0T8S9	KLMA_30158	KLMA_30158	0	0	1.23e-06
W0T8T2	KLMA_20768	KLMA_20768	0.576	2.32e-07	4.03e-07
W0T8T6	KLMA_20046	KLMA_20046	0.0504	9.1e-08	1.81e-06
W0T8T8	KLMA_30505	KLMA_30505	0	0	6.65e-09
W0T8T9	KLMA_30168	KLMA_30168	0.062	1.89e-07	3.05e-06
W0T8W7	KLMA_30530	KLMA_30530	0.00294	1.49e-09	5.06e-07
W0T8X3	KLMA_20086	KLMA_20086	1	1.74e-06	1.74e-06
W0T8X6	KLMA_30208	KLMA_30208	0.997	4.93e-05	4.95e-05
W0T8X7	KLMA_20808	KLMA_20808	0	0	1.15e-07
W0T8X9	KLMA_30545	KLMA_30545	0	0	6.46e-07
W0T8Z5	KLMA_40083	KLMA_40083	0.146	7.73e-07	5.31e-06
W0T8Z8	KLMA_30233	KLMA_30233	0	0	1.59e-06
W0T913	KLMA_40103	KLMA_40103	0.025	2.3e-08	9.21e-07
W0T919	KLMA_30595	KLMA_30595	0	0	6.46e-08
W0T942	KLMA_30011	KLMA_30011	0	0	5.53e-08
W0T944	KLMA_40133	KLMA_40133	0	0	5.37e-07
W0T947	KLMA_30016	KLMA_30016	0	0	3.78e-06
W0T962	KLMA_30031	KLMA_30031	0	0	8.49e-07
W0T963	KLMA_40148	KLMA_40148	0	0	1.61e-07
W0T965	KLMA_20181	KLMA_20181	0.00023	3.86e-10	1.68e-06
W0T966	KLMA_30650	KLMA_30650	1	1.45e-06	1.45e-06
W0T980	KLMA_40163	KLMA_40163	0.996	1.79e-05	1.8e-05
W0T997	KLMA_40178	KLMA_40178	8.61e-05	4.08e-10	4.74e-06
W0T9A1	KLMA_30071	KLMA_30071	0	0	1.42e-06
W0T9A7	KLMA_30695	KLMA_30695	0	0	3.92e-06
W0T9B8	KLMA_30705	KLMA_30705	0	0	8.63e-09
W0T9B9	KLMA_40198	KLMA_40198	0	0	1.52e-07
W0T9D3	KLMA_20246	KLMA_20246	0.996	1.6e-05	1.61e-05
W0T9D6	KLMA_30111	KLMA_30111	0	0	1.18e-08
W0T9E0	KLMA_40218	KLMA_40218	0.153	9.44e-06	6.16e-05
W0T9E2	KLMA_20256	KLMA_20256	1	1.58e-06	1.58e-06
W0T9E3	KLMA_30378	KLMA_30378	0	0	3.91e-07
W0T9F4	KLMA_40016	KLMA_40016	0.0207	8.83e-08	4.27e-06
W0T9G0	KLMA_40238	KLMA_40238	0	0	1.23e-07
W0T9G1	KLMA_40026	KLMA_40026	0.104	4.63e-08	4.47e-07
W0T9G2	KLMA_20276	KLMA_20276	0	0	3.51e-06
W0T9G3	KLMA_30136	KLMA_30136	0	0	4.3e-07
W0T9G9	KLMA_30403	KLMA_30403	0	0	1.49e-06
W0T9H3	KLMA_40253	KLMA_40253	0.997	8.53e-06	8.56e-06
W0T9I2	KLMA_30418	KLMA_30418	0	0	5.63e-07
W0T9I5	KLMA_20296	KLMA_20296	0	0	2.35e-08
W0T9K0	KLMA_40066	KLMA_40066	0.997	8.53e-06	8.56e-06
W0T9K9	KLMA_40268	KLMA_40268	0	0	5.02e-07
W0T9L0	KLMA_40081	KLMA_40081	1	4.61e-06	4.61e-06
W0T9L1	KLMA_30196	KLMA_30196	0	0	1.19e-06
W0T9M1	KLMA_30211	KLMA_30211	0	0	2.26e-06
W0T9M7	KLMA_20331	KLMA_20331	0	0	2.61e-07
W0T9N5	KLMA_30468	KLMA_30468	0	0	4.4e-08
W0T9P8	KLMA_40126	KLMA_40126	0	0	3.08e-07
W0T9R1	KLMA_20351	KLMA_20351	0	0	4.5e-07
W0T9R9	KLMA_40338	KLMA_40338	1	3.3e-06	3.3e-06
W0T9S4	KLMA_40343	KLMA_40343	0	0	1.34e-06
W0T9T0	KLMA_40161	KLMA_40161	0.996	2.24e-06	2.25e-06
W0T9T1	KLMA_30281	KLMA_30281	0	0	1.15e-06
W0T9U4	KLMA_40368	KLMA_40368	0.201	1.54e-06	7.65e-06
W0T9U5	KLMA_40176	KLMA_40176	0	0	3.41e-07
W0T9V3	KLMA_40378	KLMA_40378	0	0	Inf
W0T9V6	KLMA_30306	KLMA_30306	0.997	3.32e-05	3.33e-05
W0T9W1	KLMA_40191	KLMA_40191	0	0	1.96e-06
W0T9W3	KLMA_40388	KLMA_40388	0.219	2.02e-05	9.2e-05
W0T9X0	KLMA_30523	KLMA_30523	0.0135	1.23e-09	9.08e-08
W0T9Z2	KLMA_40418	KLMA_40418	0.996	3.59e-06	3.6e-06
W0T9Z7	KLMA_30341	KLMA_30341	0.275	3.63e-08	1.32e-07
W0TA03	KLMA_20466	KLMA_20466	0.674	4.76e-06	7.07e-06
W0TA07	KLMA_40231	KLMA_40231	0	0	5.65e-08
W0TA08	KLMA_20471	KLMA_20471	0	0	2.65e-07
W0TA28	KLMA_20491	KLMA_20491	0.997	8.53e-06	8.56e-06
W0TA32	KLMA_30588	KLMA_30588	0	0	9.36e-08
W0TA38	KLMA_40468	KLMA_40468	0.997	8.53e-06	8.56e-06
W0TA54	KLMA_40488	KLMA_40488	0	0	7.73e-09
W0TA74	KLMA_30421	KLMA_30421	0	0	3.57e-07
W0TA77	KLMA_30426	KLMA_30426	0	0	6.2e-08
W0TA79	KLMA_20551	KLMA_20551	0.996	1.53e-05	1.54e-05
W0TA80	KLMA_30643	KLMA_30643	0	0	Inf
W0TA81	KLMA_30431	KLMA_30431	0.997	3.32e-05	3.33e-05
W0TA84	KLMA_40523	KLMA_40523	0	0	2.6e-07
W0TA94	KLMA_20566	KLMA_20566	0	0	Inf
W0TAB0	KLMA_30456	KLMA_30456	0	0	1.1e-06
W0TAB1	KLMA_20586	KLMA_20586	0	0	Inf
W0TAB3	KLMA_40301	KLMA_40301	0	0	2.32e-07
W0TAB5	KLMA_30461	KLMA_30461	0	0	Inf
W0TAD9	KLMA_40583	KLMA_40583	0	0	3.92e-08
W0TAE4	KLMA_40588	KLMA_40588	0	0	Inf
W0TAF5	KLMA_20626	KLMA_20626	0	0	5.91e-08
W0TAG0	KLMA_30491	KLMA_30491	0.00774	1.74e-08	2.24e-06
W0TAG1	KLMA_40361	KLMA_40361	0	0	1.96e-08
W0TAG2	KLMA_30728	KLMA_30728	0	0	Inf
W0TAI6	KLMA_40391	KLMA_40391	0	0	6.92e-07
W0TAK3	KLMA_40044	KLMA_40044	0	0	1.03e-07
W0TAL0	KLMA_30526	KLMA_30526	0.00157	1.96e-09	1.25e-06
W0TAL6	KLMA_40426	KLMA_40426	0	0	7.94e-08
W0TAL8	KLMA_20691	KLMA_20691	0	0	3.57e-06
W0TAM2	KLMA_50038	KLMA_50038	0.0276	8.91e-09	3.23e-07
W0TAM6	KLMA_40436	KLMA_40436	0.996	1.9e-05	1.91e-05
W0TAN2	KLMA_50048	KLMA_50048	0	0	4.51e-07
W0TAN7	KLMA_30556	KLMA_30556	0	0	1.55e-06
W0TAQ9	KLMA_40471	KLMA_40471	0	0	1.12e-06
W0TAR1	KLMA_20731	KLMA_20731	0	0	1.49e-07
W0TAR2	KLMA_50073	KLMA_50073	0	0	2.33e-07
W0TAS3	KLMA_40486	KLMA_40486	0	0	1.01e-06
W0TAS9	KLMA_40491	KLMA_40491	1	3.14e-06	3.14e-06
W0TAT2	KLMA_20751	KLMA_20751	1	1.53e-05	1.53e-05
W0TAT4	KLMA_40124	KLMA_40124	0	0	1.89e-07
W0TAU7	KLMA_40511	KLMA_40511	0.997	3.32e-05	3.33e-05
W0TAV5	KLMA_50113	KLMA_50113	0	0	4.14e-07
W0TAV6	KLMA_30631	KLMA_30631	0.317	9.62e-06	3.04e-05
W0TAW0	KLMA_40526	KLMA_40526	0.0474	3.29e-07	6.93e-06
W0TAW2	KLMA_50118	KLMA_50118	0	0	8.61e-08
W0TAW6	KLMA_30641	KLMA_30641	0	0	1.41e-06
W0TAX9	KLMA_20796	KLMA_20796	0	0	Inf
W0TAY5	KLMA_40179	KLMA_40179	0	0	1.85e-07
W0TAY6	KLMA_40556	KLMA_40556	0	0	2.62e-06
W0TAZ1	KLMA_30671	KLMA_30671	1	5.95e-06	5.95e-06
W0TAZ2	KLMA_20811	KLMA_20811	1	9.37e-05	9.37e-05
W0TAZ8	KLMA_40571	KLMA_40571	0	0	2.25e-06
W0TB39	KLMA_40244	KLMA_40244	0	0	Inf
W0TB47	KLMA_50178	KLMA_50178	0	0	1.55e-07
W0TB52	KLMA_40259	KLMA_40259	0.819	3.52e-06	4.3e-06
W0TB58	KLMA_50193	KLMA_50193	0	0	1.57e-07
W0TB73	KLMA_30024	KLMA_30024	0	0	Inf
W0TB76	KLMA_40047	KLMA_40047	0	0	1.38e-07
W0TB78	KLMA_30029	KLMA_30029	0.996	7.96e-06	7.99e-06
W0TB79	KLMA_50036	KLMA_50036	0	0	1.54e-06
W0TB82	KLMA_30034	KLMA_30034	0	0	Inf
W0TBA6	KLMA_50258	KLMA_50258	0	0	2.52e-07
W0TBB3	KLMA_50071	KLMA_50071	0	0	7.99e-08
W0TBC0	KLMA_50076	KLMA_50076	0	0	7.11e-07
W0TBC3	KLMA_30089	KLMA_30089	0	0	Inf
W0TBC6	KLMA_40102	KLMA_40102	0	0	1.94e-05
W0TBC7	KLMA_50283	KLMA_50283	0.996	2.15e-06	2.16e-06
W0TBD2	KLMA_40107	KLMA_40107	0.136	2.9e-07	2.13e-06
W0TBD3	KLMA_30099	KLMA_30099	1	2.16e-06	2.16e-06
W0TBE8	KLMA_40122	KLMA_40122	0	0	5.35e-06
W0TBF3	KLMA_40309	KLMA_40309	0	0	6.28e-07
W0TBF6	KLMA_30124	KLMA_30124	0.674	4.76e-06	7.07e-06
W0TBH4	KLMA_40147	KLMA_40147	0	0	Inf
W0TBH5	KLMA_50333	KLMA_50333	0	0	1.17e-06
W0TBI1	KLMA_30149	KLMA_30149	0.0752	1.82e-06	2.41e-05
W0TBI3	KLMA_30154	KLMA_30154	0	0	4.89e-07
W0TBI6	KLMA_40344	KLMA_40344	0	0	Inf
W0TBJ2	KLMA_30164	KLMA_30164	0	0	Inf
