protID	geneID	protName	capUsage	absUsage	UB
W0TBK0	KLMA_50363	KLMA_50363	0	0	2.18e-06
W0TBL5	KLMA_30194	KLMA_30194	1	2.84e-08	2.84e-08
W0TBL9	KLMA_30199	KLMA_30199	0	0	1.23e-06
W0TBM3	KLMA_30204	KLMA_30204	0.996	7.22e-05	7.26e-05
W0TBP1	KLMA_40217	KLMA_40217	0	0	1.01e-07
W0TBP5	KLMA_50151	KLMA_50151	0	0	Inf
W0TBQ2	KLMA_30234	KLMA_30234	0	0	Inf
W0TBT3	KLMA_40257	KLMA_40257	0	0	1.43e-07
W0TBT5	KLMA_40459	KLMA_40459	0	0	7.75e-07
W0TBT7	KLMA_30269	KLMA_30269	0	0	Inf
W0TBV3	KLMA_40479	KLMA_40479	0.997	4.93e-05	4.95e-05
W0TBV7	KLMA_50226	KLMA_50226	0	0	4.59e-07
W0TBW1	KLMA_50231	KLMA_50231	0	0	1.36e-06
W0TBW6	KLMA_40494	KLMA_40494	0.034	8.73e-08	2.57e-06
W0TBW7	KLMA_50488	KLMA_50488	0	0	1.43e-05
W0TBW9	KLMA_50241	KLMA_50241	0	0	4.53e-07
W0TBX1	KLMA_50493	KLMA_50493	0.966	0.00015	0.000155
W0TBX3	KLMA_30314	KLMA_30314	0	0	1.18e-07
W0TBX8	KLMA_40509	KLMA_40509	0	0	3.25e-07
W0TBX9	KLMA_50503	KLMA_50503	0.0247	3.73e-07	1.51e-05
W0TBY7	KLMA_50513	KLMA_50513	0	0	Inf
W0TBZ0	KLMA_40524	KLMA_40524	0	0	9.57e-07
W0TBZ1	KLMA_40267	KLMA_40267	0	0	1.31e-07
W0TBZ3	KLMA_50271	KLMA_50271	0	0	4.98e-06
W0TC06	KLMA_40539	KLMA_40539	0	0	8.21e-07
W0TC09	KLMA_50533	KLMA_50533	0.635	3.57e-06	5.61e-06
W0TC15	KLMA_50296	KLMA_50296	0	0	2.32e-06
W0TC20	KLMA_50301	KLMA_50301	0	0	1.59e-07
W0TC56	KLMA_40342	KLMA_40342	0.361	3.12e-07	8.64e-07
W0TC58	KLMA_50578	KLMA_50578	0.00814	2.55e-09	3.13e-07
W0TC70	KLMA_50351	KLMA_50351	0.997	3.32e-05	3.33e-05
W0TC80	KLMA_50361	KLMA_50361	0	0	1.31e-07
W0TC82	KLMA_30424	KLMA_30424	0	0	7.22e-07
W0TC91	KLMA_50608	KLMA_50608	0	0	4.69e-07
W0TC93	KLMA_40624	KLMA_40624	0	0	1.95e-06
W0TC97	KLMA_50613	KLMA_50613	0	0	Inf
W0TC99	KLMA_50381	KLMA_50381	0.0661	1.76e-09	2.67e-08
W0TCB1	KLMA_30449	KLMA_30449	0	0	2.99e-07
W0TCB9	KLMA_50019	KLMA_50019	0	0	2.11e-05
W0TCC3	KLMA_50024	KLMA_50024	0	0	Inf
W0TCE4	KLMA_50431	KLMA_50431	0	0	4.04e-06
W0TCG0	KLMA_40467	KLMA_40467	0.997	8.53e-06	8.56e-06
W0TCG5	KLMA_40472	KLMA_40472	0	0	3.67e-07
W0TCH2	KLMA_50084	KLMA_50084	0	0	3.68e-08
W0TCH5	KLMA_50471	KLMA_50471	0.0259	8.73e-08	3.37e-06
W0TCH6	KLMA_40487	KLMA_40487	0.0319	3.55e-09	1.11e-07
W0TCI5	KLMA_30504	KLMA_30504	0	0	7.03e-08
W0TCJ1	KLMA_40502	KLMA_40502	0	0	1.34e-06
W0TCJ3	KLMA_50104	KLMA_50104	0	0	2.41e-06
W0TCK2	KLMA_40512	KLMA_40512	0	0	8.65e-08
W0TCL8	KLMA_50129	KLMA_50129	0	0	9.16e-08
W0TCL9	KLMA_30539	KLMA_30539	0	0	Inf
W0TCM6	KLMA_40537	KLMA_40537	0	0	9.42e-08
W0TCM8	KLMA_60086	KLMA_60086	1	9.36e-09	9.36e-09
W0TCN2	KLMA_60091	KLMA_60091	0	0	6.31e-08
W0TCN8	KLMA_40552	KLMA_40552	0	0	1.25e-07
W0TCN9	KLMA_50536	KLMA_50536	0	0	4.23e-08
W0TCQ7	KLMA_50144	KLMA_50144	0	0	3.01e-08
W0TCR6	KLMA_50154	KLMA_50154	1	8.34e-06	8.34e-06
W0TCR9	KLMA_60131	KLMA_60131	0.0875	2.98e-06	3.41e-05
W0TCS1	KLMA_40587	KLMA_40587	0	0	3.15e-06
W0TCS6	KLMA_40592	KLMA_40592	0	0	4.44e-08
W0TCT3	KLMA_50581	KLMA_50581	0	0	1.67e-07
W0TCT8	KLMA_60151	KLMA_60151	0.997	3.32e-05	3.33e-05
W0TCV6	KLMA_30634	KLMA_30634	0.112	2.43e-06	2.17e-05
W0TCW2	KLMA_60176	KLMA_60176	0	0	Inf
W0TCW7	KLMA_60181	KLMA_60181	0.996	8.1e-05	8.13e-05
W0TCX6	KLMA_30654	KLMA_30654	0	0	2.98e-07
W0TCY6	KLMA_50631	KLMA_50631	0.147	3.97e-07	2.7e-06
W0TCY7	KLMA_50229	KLMA_50229	0.32	9.34e-08	2.92e-07
W0TCY9	KLMA_50022	KLMA_50022	0	0	5.46e-08
W0TCZ2	KLMA_60206	KLMA_60206	0	0	Inf
W0TCZ7	KLMA_50032	KLMA_50032	0	0	Inf
W0TCZ9	KLMA_30679	KLMA_30679	0.0249	3.21e-09	1.29e-07
W0TD16	KLMA_50269	KLMA_50269	0	0	4.32e-06
W0TD19	KLMA_50274	KLMA_50274	0	0	3.99e-07
W0TD23	KLMA_30709	KLMA_30709	0	0	3.53e-06
W0TD26	KLMA_50284	KLMA_50284	0	1.42e-08	Inf
W0TD28	KLMA_50067	KLMA_50067	0	0	1.47e-06
W0TD31	KLMA_30719	KLMA_30719	0	0	1.97e-08
W0TD38	KLMA_60261	KLMA_60261	1	1.98e-05	1.98e-05
W0TD39	KLMA_50304	KLMA_50304	0	0	1.74e-06
W0TD40	KLMA_50082	KLMA_50082	0	0	8.62e-07
W0TD45	KLMA_50087	KLMA_50087	0	0	2.17e-06
W0TD46	KLMA_60271	KLMA_60271	0.305	1.76e-07	5.77e-07
W0TD54	KLMA_60281	KLMA_60281	0	0	2.74e-05
W0TD58	KLMA_60286	KLMA_60286	0.00227	7.16e-09	3.16e-06
W0TD69	KLMA_50117	KLMA_50117	0.48	2.01e-07	4.19e-07
W0TD74	KLMA_50349	KLMA_50349	0	0	6.2e-07
W0TD76	KLMA_60301	KLMA_60301	0	0	2.09e-06
W0TD84	KLMA_40055	KLMA_40055	0	0	2.21e-06
W0TD85	KLMA_50364	KLMA_50364	0	0	Inf
W0TD86	KLMA_60009	KLMA_60009	0	0	Inf
W0TD95	KLMA_60019	KLMA_60019	0	0	9.09e-07
W0TD99	KLMA_60024	KLMA_60024	0.16	5.83e-08	3.64e-07
W0TDA2	KLMA_50384	KLMA_50384	0.138	6.16e-07	4.46e-06
W0TDA7	KLMA_50389	KLMA_50389	0	0	Inf
W0TDB2	KLMA_40090	KLMA_40090	0	0	5.93e-07
W0TDC6	KLMA_40105	KLMA_40105	0	0	3.02e-08
W0TDD2	KLMA_50419	KLMA_50419	0	0	1.8e-05
W0TDD4	KLMA_40110	KLMA_40110	0	0	1.49e-06
W0TDD9	KLMA_40115	KLMA_40115	0.00401	7.21e-09	1.8e-06
W0TDE8	KLMA_50434	KLMA_50434	1	7.99e-07	7.99e-07
W0TDE9	KLMA_40125	KLMA_40125	0.0909	1.85e-06	2.04e-05
W0TDF9	KLMA_50177	KLMA_50177	0	0	9.21e-09
W0TDG7	KLMA_60401	KLMA_60401	0	0	6.95e-07
W0TDH2	KLMA_50459	KLMA_50459	0	0	1.24e-06
W0TDH3	KLMA_60406	KLMA_60406	0	0	Inf
W0TDH4	KLMA_50192	KLMA_50192	0	0	Inf
W0TDI0	KLMA_60114	KLMA_60114	0	0	2.49e-07
W0TDJ3	KLMA_60426	KLMA_60426	0	0	Inf
W0TDJ9	KLMA_50217	KLMA_50217	0	0	4.2e-07
W0TDL5	KLMA_50237	KLMA_50237	0.997	3.32e-05	3.33e-05
W0TDL8	KLMA_60451	KLMA_60451	0	0	5.26e-07
W0TDM8	KLMA_60461	KLMA_60461	0.898	2.6e-06	2.9e-06
W0TDN5	KLMA_60164	KLMA_60164	0	0	5.49e-07
W0TDP3	KLMA_60476	KLMA_60476	0	0	4.11e-06
W0TDP7	KLMA_60481	KLMA_60481	0	0	6.42e-07
W0TDP8	KLMA_40220	KLMA_40220	0	0	1.55e-05
W0TDQ2	KLMA_40225	KLMA_40225	1	0.000183	0.000183
W0TDS0	KLMA_50297	KLMA_50297	0.178	1.17e-07	6.58e-07
W0TDS2	KLMA_40245	KLMA_40245	0	0	Inf
W0TDT2	KLMA_60219	KLMA_60219	0.277	7.44e-06	2.68e-05
W0TDU0	KLMA_50317	KLMA_50317	0	0	1.82e-07
W0TDV7	KLMA_60506	KLMA_60506	0	0	1.87e-07
W0TDV8	KLMA_50609	KLMA_50609	0	0	1.9e-07
W0TDW1	KLMA_50347	KLMA_50347	0	0	2.98e-07
W0TDW6	KLMA_50619	KLMA_50619	0	0	8.71e-07
W0TDX2	KLMA_50362	KLMA_50362	0	0	Inf
W0TDX5	KLMA_60279	KLMA_60279	0.668	1.24e-06	1.85e-06
W0TDX8	KLMA_60284	KLMA_60284	0	0	2.29e-07
W0TDY2	KLMA_60541	KLMA_60541	0.966	2.83e-05	2.93e-05
W0TDY6	KLMA_60294	KLMA_60294	0	0	5.94e-08
W0TE02	KLMA_40290	KLMA_40290	0	0	1.32e-06
W0TE06	KLMA_70014	KLMA_70014	0	0	3.65e-07
W0TE11	KLMA_50412	KLMA_50412	0	0	1.1e-06
W0TE16	KLMA_40310	KLMA_40310	0	0	1.98e-08
W0TE22	KLMA_70034	KLMA_70034	0.976	9.97e-06	1.02e-05
W0TE45	KLMA_60032	KLMA_60032	0	0	Inf
W0TE50	KLMA_60037	KLMA_60037	0.00357	2.19e-08	6.13e-06
W0TE54	KLMA_50452	KLMA_50452	0	0	6.59e-07
W0TE67	KLMA_40365	KLMA_40365	0.00971	2.13e-08	2.19e-06
W0TE72	KLMA_50467	KLMA_50467	0.996	8.99e-06	9.03e-06
W0TE79	KLMA_60067	KLMA_60067	0	0	Inf
W0TE83	KLMA_50477	KLMA_50477	1	2.78e-07	2.78e-07
W0TE86	KLMA_70104	KLMA_70104	0	0	Inf
W0TE88	KLMA_60077	KLMA_60077	0	0	2.33e-05
W0TE93	KLMA_60082	KLMA_60082	0	0	4.93e-08
W0TEA1	KLMA_50492	KLMA_50492	0	0	1.27e-06
W0TEB9	KLMA_60419	KLMA_60419	0	0	1.31e-07
W0TED6	KLMA_60434	KLMA_60434	0.0288	2.57e-08	8.93e-07
W0TED9	KLMA_70159	KLMA_70159	0	0	Inf
W0TEE1	KLMA_40445	KLMA_40445	0.996	2.95e-05	2.96e-05
W0TEE2	KLMA_60439	KLMA_60439	0	0	Inf
W0TEE5	KLMA_60137	KLMA_60137	0.62	1.27e-05	2.04e-05
W0TEG0	KLMA_70179	KLMA_70179	0	0	5.75e-07
W0TEG4	KLMA_40470	KLMA_40470	0	0	1.03e-05
W0TEG5	KLMA_70184	KLMA_70184	0.151	1.16e-08	7.66e-08
W0TEG9	KLMA_60167	KLMA_60167	0.357	7.3e-06	2.05e-05
W0TEH1	KLMA_60464	KLMA_60464	0	0	1.62e-07
W0TEH6	KLMA_60469	KLMA_60469	0.522	2.78e-06	5.33e-06
W0TEI0	KLMA_70199	KLMA_70199	0	0	3.72e-07
W0TEI6	KLMA_60187	KLMA_60187	0	0	3.72e-06
W0TEK0	KLMA_70219	KLMA_70219	0.0103	6.27e-08	6.1e-06
W0TEK8	KLMA_50592	KLMA_50592	0	0	3.67e-05
W0TEL3	KLMA_50597	KLMA_50597	0	0	Inf
W0TEL7	KLMA_60222	KLMA_60222	0	0	1.01e-06
W0TEM2	KLMA_60227	KLMA_60227	0	0	3.67e-07
W0TEM5	KLMA_70249	KLMA_70249	0.484	2.81e-07	5.8e-07
W0TEP4	KLMA_60252	KLMA_60252	0	0	1.11e-07
W0TEP9	KLMA_60514	KLMA_60514	0	0	1.32e-06
W0TER0	KLMA_60529	KLMA_60529	0.972	1.16e-05	1.19e-05
W0TER8	KLMA_60282	KLMA_60282	0.00491	7.14e-10	1.45e-07
W0TEU3	KLMA_70017	KLMA_70017	0	0	2.17e-06
W0TEV0	KLMA_60317	KLMA_60317	0.762	2.08e-06	2.73e-06
W0TEW3	KLMA_60327	KLMA_60327	0	0	7.57e-07
W0TEW4	KLMA_60040	KLMA_60040	0	0	Inf
W0TEW5	KLMA_70339	KLMA_70339	0	0	2.59e-07
W0TEX6	KLMA_70349	KLMA_70349	0	0	2.86e-08
W0TEY0	KLMA_60055	KLMA_60055	0	0	5.7e-09
W0TEY1	KLMA_50020	KLMA_50020	0	0	Inf
W0TEZ1	KLMA_60070	KLMA_60070	0	0	Inf
W0TEZ4	KLMA_60075	KLMA_60075	0.139	2.52e-06	1.81e-05
W0TEZ5	KLMA_60357	KLMA_60357	0	0	8.93e-08
W0TEZ8	KLMA_70077	KLMA_70077	0	0	2.29e-07
W0TF02	KLMA_70082	KLMA_70082	0.0444	5.1e-07	1.15e-05
W0TF09	KLMA_60090	KLMA_60090	0	0	2.43e-06
W0TF11	KLMA_50050	KLMA_50050	1	1.95e-06	1.95e-06
W0TF20	KLMA_70102	KLMA_70102	0	0	Inf
W0TF23	KLMA_60382	KLMA_60382	0	0	1.16e-07
W0TF38	KLMA_60125	KLMA_60125	0	0	1.3e-07
W0TF41	KLMA_70404	KLMA_70404	0.996	1.48e-07	1.49e-07
W0TF43	KLMA_70127	KLMA_70127	0	0	1.21e-06
W0TF44	KLMA_60130	KLMA_60130	0.684	6.36e-08	9.3e-08
W0TF55	KLMA_60412	KLMA_60412	0	0	9.73e-06
W0TF59	KLMA_50095	KLMA_50095	0	0	1.06e-07
W0TF60	KLMA_60417	KLMA_60417	0.996	7.71e-05	7.74e-05
W0TF68	KLMA_70429	KLMA_70429	0	0	9.02e-09
W0TF72	KLMA_60427	KLMA_60427	0.158	5.91e-07	3.74e-06
W0TF75	KLMA_70162	KLMA_70162	0.0624	9.03e-09	1.45e-07
W0TF85	KLMA_60442	KLMA_60442	0	0	5.61e-06
W0TF87	KLMA_60180	KLMA_60180	0	0	2.27e-06
W0TF96	KLMA_60452	KLMA_60452	0	0	6.45e-08
W0TFA2	KLMA_60462	KLMA_60462	0	0	1.84e-06
W0TFA3	KLMA_70202	KLMA_70202	0	0	3.68e-06
W0TFA8	KLMA_70444	KLMA_70444	0	0	2.03e-07
W0TFB3	KLMA_50135	KLMA_50135	1	2.05e-05	2.05e-05
W0TFC1	KLMA_60482	KLMA_60482	0	0	1.32e-06
W0TFD7	KLMA_80021	KLMA_80021	0	0	2.41e-07
W0TFE1	KLMA_80026	KLMA_80026	1	3e-06	3e-06
W0TFE9	KLMA_60260	KLMA_60260	0	0	Inf
W0TFF3	KLMA_70262	KLMA_70262	0	0	8.99e-07
W0TFF9	KLMA_80051	KLMA_80051	0.899	1.67e-05	1.86e-05
W0TFG2	KLMA_60275	KLMA_60275	0.00916	1.42e-07	1.55e-05
W0TFG9	KLMA_80061	KLMA_80061	0.104	5.58e-07	5.38e-06
W0TFH3	KLMA_80066	KLMA_80066	0	0	2.42e-08
W0TFH8	KLMA_60507	KLMA_60507	0	0	Inf
W0TFH9	KLMA_50195	KLMA_50195	0	0	4.45e-08
W0TFI9	KLMA_80086	KLMA_80086	0.616	2.05e-05	3.33e-05
W0TFK2	KLMA_80101	KLMA_80101	0	0	Inf
W0TFK4	KLMA_60527	KLMA_60527	0	0	2.45e-08
W0TFK5	KLMA_60320	KLMA_60320	0	0	1.45e-06
W0TFM2	KLMA_60335	KLMA_60335	0	0	3.38e-07
W0TFN3	KLMA_50250	KLMA_50250	0	0	2.86e-07
W0TFP1	KLMA_50260	KLMA_50260	1.55e-07	3.68e-13	2.38e-06
W0TFP9	KLMA_80151	KLMA_80151	0	0	1.79e-07
W0TFQ0	KLMA_50270	KLMA_50270	0.214	5.2e-08	2.43e-07
W0TFR6	KLMA_50290	KLMA_50290	0	0	5.86e-08
W0TFS0	KLMA_50295	KLMA_50295	0	0	1.56e-07
W0TFS2	KLMA_70045	KLMA_70045	0	0	3.47e-07
W0TFS5	KLMA_70050	KLMA_70050	0	0	Inf
W0TFS9	KLMA_70377	KLMA_70377	0	0	7.65e-07
W0TFU0	KLMA_50315	KLMA_50315	0	0	3.25e-05
W0TFW1	KLMA_60415	KLMA_60415	0	0	2.74e-08
W0TFW4	KLMA_70095	KLMA_70095	0.997	4.93e-05	4.95e-05
W0TFW6	KLMA_60420	KLMA_60420	0.827	1.24e-05	1.5e-05
W0TFW7	KLMA_80221	KLMA_80221	1	1.82e-05	1.82e-05
W0TFY3	KLMA_50360	KLMA_50360	0	0	6.87e-07
W0TFY6	KLMA_60435	KLMA_60435	0.997	3.32e-05	3.33e-05
W0TFZ8	KLMA_60445	KLMA_60445	0.996	1.71e-05	1.72e-05
W0TG03	KLMA_70140	KLMA_70140	0.997	3.32e-05	3.33e-05
W0TG06	KLMA_70145	KLMA_70145	0	0	8.96e-08
W0TG07	KLMA_60455	KLMA_60455	0	0	1.56e-07
W0TG08	KLMA_50390	KLMA_50390	0	0	2.34e-06
W0TG18	KLMA_80276	KLMA_80276	0.996	0.000202	0.000203
W0TG25	KLMA_70170	KLMA_70170	0	0	1.65e-06
W0TG27	KLMA_70175	KLMA_70175	1	4.63e-06	4.63e-06
W0TG34	KLMA_80296	KLMA_80296	0	0	4.96e-07
W0TG35	KLMA_70185	KLMA_70185	0	0	Inf
W0TG40	KLMA_80301	KLMA_80301	0	0	2.82e-07
W0TG45	KLMA_80306	KLMA_80306	0	0	9.68e-06
W0TG72	KLMA_80336	KLMA_80336	0	0	5.69e-07
W0TG79	KLMA_50475	KLMA_50475	0.997	4.93e-05	4.95e-05
W0TG93	KLMA_80059	KLMA_80059	0	0	0.000138
W0TG97	KLMA_80361	KLMA_80361	0	0	9.01e-07
W0TG99	KLMA_60515	KLMA_60515	0	0	Inf
W0TGA3	KLMA_60520	KLMA_60520	0	0	Inf
W0TGD1	KLMA_80099	KLMA_80099	1	4.07e-05	4.07e-05
W0TGD9	KLMA_70003	KLMA_70003	0	0	Inf
W0TGE2	KLMA_70295	KLMA_70295	0	0	Inf
W0TGE6	KLMA_80406	KLMA_80406	0	0	1.05e-06
W0TGF8	KLMA_50550	KLMA_50550	0.674	4.76e-06	7.07e-06
W0TGG7	KLMA_80139	KLMA_80139	0.241	6.55e-06	2.72e-05
W0TGH3	KLMA_90003	KLMA_90003	0.997	4.93e-05	4.95e-05
W0TGH6	KLMA_80149	KLMA_80149	0	0	2.07e-06
W0TGH7	KLMA_50565	KLMA_50565	0	0	Inf
W0TGI5	KLMA_80159	KLMA_80159	0.997	8.53e-06	8.56e-06
W0TGI7	KLMA_50575	KLMA_50575	0	0	1.93e-08
W0TGM3	KLMA_70370	KLMA_70370	0	0	Inf
W0TGM4	KLMA_50610	KLMA_50610	1	2.78e-06	2.78e-06
W0TGM5	KLMA_80204	KLMA_80204	0	0	3.41e-06
W0TGN5	KLMA_50625	KLMA_50625	0	0	Inf
W0TGN7	KLMA_70385	KLMA_70385	0	0	2.14e-07
W0TGP2	KLMA_70123	KLMA_70123	0.057	9.08e-07	1.59e-05
W0TGP4	KLMA_80229	KLMA_80229	0	0	Inf
W0TGU3	KLMA_70193	KLMA_70193	0	0	7.47e-08
W0TGV0	KLMA_80299	KLMA_80299	0.455	4.38e-07	9.64e-07
W0TGW9	KLMA_70223	KLMA_70223	0	0	3e-07
W0TGX8	KLMA_70455	KLMA_70455	0	0	Inf
W0TGY4	KLMA_80334	KLMA_80334	0	0	5.7e-06
W0TGZ0	KLMA_60078	KLMA_60078	0.123	1.03e-07	8.36e-07
W0TGZ5	KLMA_80344	KLMA_80344	0.996	7.56e-06	7.6e-06
W0TH02	KLMA_80017	KLMA_80017	0	0	Inf
W0TH05	KLMA_80022	KLMA_80022	0.997	3.32e-05	3.33e-05
W0TH19	KLMA_80037	KLMA_80037	0	0	7.66e-08
W0TH20	KLMA_80369	KLMA_80369	0	0	3.03e-06
W0TH21	KLMA_60113	KLMA_60113	0	0	Inf
W0TH29	KLMA_70278	KLMA_70278	0	0	2.49e-07
W0TH32	KLMA_80379	KLMA_80379	0	0	1.7e-07
W0TH43	KLMA_80389	KLMA_80389	0	0	Inf
W0TH65	KLMA_70313	KLMA_70313	0.000399	2.04e-11	5.12e-08
W0TH97	KLMA_90011	KLMA_90011	0.997	8.53e-06	8.56e-06
W0THA2	KLMA_60198	KLMA_60198	0	0	1.81e-05
W0THB9	KLMA_80142	KLMA_80142	5.91e-05	1.36e-10	2.29e-06
W0THE4	KLMA_60243	KLMA_60243	0.123	1.44e-07	1.17e-06
W0THK9	KLMA_60323	KLMA_60323	0	0	4.12e-07
W0THL5	KLMA_70443	KLMA_70443	0	0	4.6e-07
W0THM4	KLMA_70448	KLMA_70448	0	0	2.18e-07
W0THP1	KLMA_80005	KLMA_80005	0	0	Inf
W0THQ3	KLMA_80292	KLMA_80292	0	0	3.14e-07
W0THR2	KLMA_60378	KLMA_60378	0.501	1.48e-07	2.96e-07
W0THR5	KLMA_80302	KLMA_80302	0.261	3.32e-06	1.27e-05
W0THR7	KLMA_60383	KLMA_60383	0.0356	8.73e-08	2.45e-06
W0THS3	KLMA_80312	KLMA_80312	0	0	4.56e-06
W0THS6	KLMA_60393	KLMA_60393	0	0	9.13e-08
W0THS8	KLMA_80045	KLMA_80045	0	0	1.7e-06
W0THS9	KLMA_80317	KLMA_80317	0.696	4.94e-07	7.09e-07
W0THT4	KLMA_80322	KLMA_80322	0.997	8.53e-06	8.56e-06
W0THU4	KLMA_80332	KLMA_80332	0.133	8.6e-08	6.45e-07
W0THU8	KLMA_60413	KLMA_60413	0	0	Inf
W0THU9	KLMA_80337	KLMA_80337	0	0	1.04e-05
W0THV6	KLMA_60423	KLMA_60423	0	0	1.15e-06
W0THY0	KLMA_80367	KLMA_80367	0	0	1.23e-05
W0TI04	KLMA_80130	KLMA_80130	0.427	1.7e-06	3.99e-06
W0TI27	KLMA_80412	KLMA_80412	0	0	6.71e-08
W0TI35	KLMA_80165	KLMA_80165	0.00503	2.87e-09	5.71e-07
W0TI46	KLMA_90004	KLMA_90004	0.997	8.53e-06	8.56e-06
W0TI50	KLMA_90009	KLMA_90009	0.997	3.32e-05	3.33e-05
W0TI51	KLMA_80185	KLMA_80185	0	0	4.42e-06
W0TI58	KLMA_80200	KLMA_80200	0	0	2.61e-07
W0TIH4	KLMA_70086	KLMA_70086	0.203	3.1e-07	1.53e-06
W0TIM9	KLMA_80375	KLMA_80375	0	0	1.78e-07
W0TIQ0	KLMA_80395	KLMA_80395	0.996	1.15e-05	1.15e-05
W0TIS0	KLMA_70191	KLMA_70191	0	0	2.91e-08
W0TIS3	KLMA_80415	KLMA_80415	0	0	2.54e-07
W0TIU0	KLMA_90002	KLMA_90002	0.997	8.53e-06	8.56e-06
W0TIY0	KLMA_70261	KLMA_70261	0	0	8.4e-07
W0TIY9	KLMA_70271	KLMA_70271	0.954	3.89e-06	4.08e-06
W0TIZ7	KLMA_70281	KLMA_70281	0	0	5.73e-06
W0TJ01	KLMA_70286	KLMA_70286	0	0	1.01e-07
W0TJ83	KLMA_70371	KLMA_70371	0	0	1.78e-06
W0TJE4	KLMA_70426	KLMA_70426	0	0	2.95e-08
W0TJK0	KLMA_70456	KLMA_70456	0	0	Inf
W0TJL8	KLMA_80018	KLMA_80018	0	0	Inf
W0TJM6	KLMA_80028	KLMA_80028	0.285	4.06e-06	1.42e-05
W0TJU3	KLMA_80113	KLMA_80113	0	0	1.23e-07
W0TJY0	KLMA_80153	KLMA_80153	0	0	6.83e-08
W0TK04	KLMA_80178	KLMA_80178	0	0	2.29e-06
W0TK32	KLMA_80208	KLMA_80208	0	0	1.83e-07
W0TK60	KLMA_80238	KLMA_80238	0	0	6.98e-07
W0TK97	KLMA_80273	KLMA_80273	0	0	1.67e-07
W0TKF9	KLMA_80348	KLMA_80348	0.606	5.26e-05	8.67e-05
W0TKL8	KLMA_80408	KLMA_80408	0.674	4.76e-06	7.07e-06
W0TKQ2	KLMA_90010	KLMA_90010	0.997	3.32e-05	3.33e-05
W0T415	KLMA_10695	KLMA_10695	0.533	3.5e-06	6.57e-06
W0T527	KLMA_10279	KLMA_10279	0.875	6.75e-06	7.71e-06
W0T7K9	KLMA_10462	KLMA_10462	0.191	2.53e-05	0.000133
W0T8I5	KLMA_20673	KLMA_20673	1	7.7e-08	7.7e-08
W0TCX8	KLMA_50012	KLMA_50012	1	4.04e-06	4.04e-06
W0TBN1	KLMA_40404	KLMA_40404	1	2.04e-06	2.04e-06
W0T8F8	KLMA_10742	KLMA_10742	1	1.28e-05	1.28e-05
W0TF97	KLMA_70192	KLMA_70192	0	0	3.93e-07
W0T4I6	KLMA_10331	KLMA_10331	1	9.09e-06	9.09e-06
W0THU7	unknown_1	KLMA_80065	0.972	1.16e-05	1.19e-05
W0TE99	KLMA_60087	KLMA_60087	0.606	1.84e-06	3.03e-06
W0TEY9	KLMA_70359	KLMA_70359	0	0	5.5e-07
