Accession	GeneName	repl1	repl2	repl3
P39962	YER123W	1.73932635936138e-07	1.48703885773002e-07	1.54994112519085e-07
P39965	YER087W	1.45057548190441e-07	1.21710599951501e-07	1.35845148772934e-07
P39966	YER089C	9.59648562318865e-07	7.71378769430877e-07	8.47062756861661e-07
P39968	YEL013W	1.59790885847608e-06	1.34451779993106e-06	1.41252233264079e-06
P39969	YER114C	1.15331758076239e-07	9.62707161967057e-08	1.03925398947886e-07
P39976	YEL071W	1.6914962179781e-05	1.38415405560913e-05	1.48076847711251e-05
P39979	YEL066W	5.27818270518859e-07	4.50866024253539e-07	4.65875067848276e-07
P39984	YEL056W	2.73822053135651e-07	2.23968161705212e-07	2.43549263695263e-07
P39985	YEL055C	4.62528403222931e-07	3.87223049666906e-07	4.36382224020186e-07
P39986	YEL031W	1.62443685616822e-06	1.35189575727217e-06	1.45505481087082e-06
P39987	YEL030W	2.23073924225477e-06	1.95914534563586e-06	2.07914624012295e-06
P39990	YEL026W	1.63251328370445e-05	1.42108757675427e-05	1.47069995247196e-05
P39993	YEL022W	1.21356872989843e-07	1.05607879430954e-07	1.12985416919238e-07
P39996	YEL017W	9.37826717070729e-08	8.10486970419789e-08	8.62683257998608e-08
P39998	YEL015W	3.70745092129479e-07	3.27495821313144e-07	3.46610807913342e-07
P40002	YEL007W	2.97908064111433e-07	2.46871631050926e-07	2.61697384265589e-07
P40005	YEL003W	1.22184716101338e-06	1.00338495201545e-06	1.00741533969884e-06
P40006	YEL001C	1.67048478284414e-07	1.53593943296372e-07	1.56989090715145e-07
P40007	YER002W	4.28305956387212e-07	3.68463537579111e-07	3.91432294639201e-07
P40008	YER004W	1.22487438098323e-06	1.02767165374733e-06	1.1081267625359e-06
P40009	YER005W	1.06106985731482e-07	9.21144636444255e-08	9.69906092653835e-08
P40010	YER006W	7.15861204125172e-07	6.22353700242437e-07	6.39850308333106e-07
P40011	YER010C	3.36987432707663e-07	2.72218357902051e-07	3.15237482620086e-07
P40012	YER014W	4.50759081049307e-08	3.88162530630603e-08	4.20253560968326e-08
P40013	YER016W	1.26624050230503e-07	1.05607563054117e-07	1.1762250491754e-07
P40014	YER018C	1.55859809990364e-07	1.23403999510683e-07	1.32785371699345e-07
P40015	YER019W	2.61226686477568e-07	2.10432608178294e-07	2.18496538527869e-07
P40016	YER021W	1.12229518484906e-06	9.33559055730818e-07	9.98712166034574e-07
P40017	YER024W	9.45679185617868e-08	8.54556170012892e-08	8.28833977515204e-08
P40018	YER029C	3.3208168999763e-07	2.88962405469813e-07	3.03854258533854e-07
P40019	YER030W	1.03813748528685e-06	9.19898071245294e-07	9.25218875453276e-07
P40020	YER032W	1.87205384776923e-08	1.54393853057767e-08	1.67910424503122e-08
P40021	YER033C	2.45133927543162e-08	1.89573547920515e-08	2.00434935196516e-08
P40022	YER034W	1.65522277249587e-07	1.34965979620758e-07	1.47130650491892e-07
P40024	YER036C	4.04781591858365e-06	3.38287817974315e-06	3.60472786205443e-06
P40029	YER042W	2.22669864668822e-06	1.77145506307213e-06	1.92604872016126e-06
P40030	YER044C	2.17226198525799e-06	1.83680918930301e-06	1.95506420529796e-06
P40032	YER049W	1.48502990575551e-06	1.2098624822191e-06	1.28560881098724e-06
P40033	YER050C	3.40273301109683e-07	3.05517038138803e-07	3.08168346550625e-07
P40035	YER053C	3.25125191436191e-08	2.70548766001808e-08	2.75267108131761e-08
P40037	YER057C	6.04197518935035e-06	4.54368401778612e-06	5.29797714505656e-06
P40038	YER059W	4.94314614520764e-08	3.98206432819183e-08	4.40286305356048e-08
P40040	YER063W	2.91052759311299e-06	2.33417126065948e-06	2.50949334291851e-06
P40043	YER067W	1.78899249548926e-07	1.53917914372267e-07	1.54875756008386e-07
P40045	YER071C	1.70206728534227e-07	1.51867328182374e-07	1.62638088973686e-07
P40046	YER072W	5.36646214815632e-07	4.49787331575892e-07	4.45520479474447e-07
P40047	YER073W	3.50573086473891e-06	2.84865710223016e-06	3.01052870855897e-06
P40048	YER075C	9.22243157046062e-08	7.97719771884182e-08	8.50853506064882e-08
P40050	YER077C	5.81679677573571e-08	5.14025087553903e-08	5.14380206006603e-08
P40051	YER078C	1.499667399209e-07	1.29459127902109e-07	1.4663885318773e-07
P40052	YER079W	5.12693020836503e-08	4.46284685021152e-08	4.65183762815571e-08
P40053	YER080W	7.40048267917599e-07	6.4191462903849e-07	6.75027398909355e-07
P40054	YER081W	6.8904720613253e-06	5.54047619816565e-06	6.25138987268014e-06
P40055	YER082C	3.81951296105886e-07	3.26241644402342e-07	3.3928863606261e-07
P40056	YER083C	1.11402740722856e-06	8.68492128742578e-07	9.40998186270246e-07
P40059	YER088C	3.91121063913888e-08	3.11949709181102e-08	3.38516572500439e-08
P40064	YER105C	1.5880710226381e-07	1.35218923614862e-07	1.456367358315e-07
P40066	YER107C	2.59103920424864e-07	2.15704813851896e-07	2.31218481255239e-07
P40069	YER110C	5.14706716777394e-06	4.36123920973558e-06	4.64225435420364e-06
P40070	YER112W	2.36960332978862e-06	2.06772860701793e-06	2.14815807300509e-06
P40071	YER113C	9.30343537113886e-08	7.53998930868754e-08	8.24476648048411e-08
P40073	YER118C	1.74892940694879e-07	1.4456036035164e-07	1.5721815569938e-07
P40075	YER120W	4.48519331672001e-06	3.91208059969631e-06	4.07413636077725e-06
P40078	YER126C	9.04944437555697e-07	8.01708031746019e-07	8.28860676154224e-07
P40079	YER127W	2.53854002560515e-07	2.3332541662905e-07	2.34695541973598e-07
P40080	YER128W	4.54499215033278e-08	4.00981567865758e-08	4.10775586121324e-08
P40081	YER134C	3.30780751686504e-07	2.85744726710017e-07	3.07682385255354e-07
P40084	YER139C	1.34199567918631e-07	1.2106377692523e-07	1.30941705806191e-07
P40086	YER141W	8.15446428959707e-07	6.78200105797526e-07	7.23431324976657e-07
P40087	YER143W	3.51456221308756e-07	2.9093460560296e-07	3.02346398027903e-07
P40088	YER145C	3.80101180080944e-07	2.57004771765104e-07	3.33767632368789e-07
P40089	YER146W	4.0475900941156e-07	3.22355281723956e-07	3.43391813378791e-07
P40090	YER147C	3.3800271992053e-08	2.7481798601768e-08	2.94930024829926e-08
P40091	YER149C	1.10046603403606e-07	9.24682056404338e-08	1.00283567712716e-07
P40093	YER156C	2.98149049690305e-06	2.51079301523093e-06	2.6752489447717e-06
P40094	YER157W	1.06023461717074e-07	9.04670870709151e-08	9.65913924971149e-08
P40096	YER159C	6.25247762784733e-07	5.31997876330177e-07	5.81578505006586e-07
P40098	YER182W	2.10097273498009e-07	1.89790656777007e-07	1.95177313574609e-07
P40099	YER183C	1.17317261078303e-07	9.37998901792601e-08	1.05493988398637e-07
P40106	YER062C	6.8794627243059e-07	5.76508495084769e-07	5.98748755825151e-07
P40150	YNL209W	4.08285521289353e-05	3.3129453668743e-05	3.50810725934103e-05
P40151	YNL218W	4.70835064855882e-08	3.79291945078783e-08	4.32954324074988e-08
P40154	YNL215W	6.06671529011166e-08	5.2797014855757e-08	5.785764947757e-08
P40155	YNL214W	1.07396435356462e-08	8.63330444260389e-09	9.57649378669149e-09
P40156	YNL213C	4.62024792905506e-08	3.70241821298729e-08	4.26782245681848e-08
P40157	YNL212W	2.68381679075021e-07	2.23764386748785e-07	2.4450246992299e-07
P40159	YNL208W	2.81266007239533e-07	2.15659626955836e-07	2.18035094048204e-07
P40160	YNL207W	3.71158178277506e-07	3.02763787886874e-07	3.22271275350462e-07
P40161	YNL206C	1.93690909796113e-07	1.66449462250578e-07	1.84115339077218e-07
P40164	YNL201C	5.87821049972247e-08	5.24343205810332e-08	5.67929572029682e-08
P40165	YNL200C	2.55281121374976e-08	2.08826358333333e-08	2.49511546396216e-08
P40169	YNL194C	1.15891297729046e-08	9.78113809930221e-09	9.79380315524402e-09
P40185	YIL051C	1.27266955568848e-05	1.06442972790547e-05	1.07926292842038e-05
P40186	YIL050W	6.93477799295697e-08	5.82020888789517e-08	6.1010142629256e-08
P40202	YMR038C	8.33143520548846e-07	6.07263155278988e-07	6.83908561290308e-07
P40206	YMR132C	2.69169724734512e-08	2.36497461559701e-08	2.42591692530398e-08
P40207	YMR134W	4.68629797834604e-07	4.01253614932937e-07	4.25582563905219e-07
P40208	YMR135C	2.89032637291608e-07	1.82826224366289e-07	2.38687771169027e-07
P40210	YMR140W	2.82445173445869e-07	2.36981174018153e-07	2.63274941910162e-07
P40212	YMR142C	9.73617513042616e-05	9.1821265544961e-05	9.73735490419797e-05
P40214	YMR144W	2.04784429250935e-08	1.51954076099934e-08	1.75506768650923e-08
P40215	YMR145C	2.55910767908227e-06	2.26726605096293e-06	2.30799153277448e-06
P40217	YMR146C	3.14874815797164e-06	2.54357243089192e-06	2.79813977405859e-06
P40218	YMR147W	2.70310652338438e-07	2.3530656019137e-07	2.3810432718937e-07
P40219	YMR148W	2.53029716491602e-08	2.25206322906784e-08	2.53601722344767e-08
P40260	YGR121C	2.17376127388809e-07	1.83214738346225e-07	1.91252196159831e-07
P40302	YMR314W	3.23290523504232e-06	2.59419212657056e-06	2.80578141814624e-06
P40303	YOL038W	2.48663912126476e-06	2.04445053710369e-06	2.23350960784776e-06
P40308	YMR313C	5.34934898957026e-08	4.42461485137623e-08	5.01940491641738e-08
P40309	YJL094C	1.56310505700692e-08	1.37120373268975e-08	1.4973028263574e-08
P40312	YNL111C	9.43584371784552e-06	9.03662237884482e-06	8.86825096754599e-06
P40316	YDR113C	1.55615185252593e-08	1.2491682879806e-08	1.39911166230544e-08
P40317	YDR006C	1.75638060219084e-08	1.53875154184104e-08	1.57589505778946e-08
P40318	YIL030C	2.32308401200502e-07	1.96037308008077e-07	2.06734884909087e-07
P40319	YLR372W	2.69265462189377e-06	2.26782333582643e-06	2.38958366293325e-06
P40327	YDL007W	1.62236147204161e-06	1.35094237117711e-06	1.45878731408175e-06
P40328	YPL074W	2.7327091936999e-08	2.30659590690616e-08	2.59336245592148e-08
P40335	YJL053W	1.17627754416303e-07	9.84086461040677e-08	1.01818650066913e-07
P40339	YOL094C	2.34007772792175e-07	1.90647319849554e-07	2.05143738235659e-07
P40340	YGR270W	8.05186179966009e-08	6.66404105390353e-08	7.24025910596288e-08
P40341	YMR089C	2.56744995381236e-07	2.21069499146525e-07	2.32508709864183e-07
P40343	YNR006W	1.00622847727899e-07	8.89360489325033e-08	9.38080385708085e-08
P40344	YNR007C	1.02841948493763e-07	8.7380841725068e-08	1.00992515854633e-07
P40345	YNR008W	1.27091345166909e-07	1.08466420201109e-07	1.17472119120667e-07
P40347	YPR073C	5.74024801860969e-07	4.92689724232763e-07	4.9083548683899e-07
P40348	YJR068W	3.57886625208437e-07	3.06331227609168e-07	3.24763159651857e-07
P40350	YPL227C	3.02096555648635e-07	2.63948262386878e-07	2.7841099759422e-07
P40351	YOR067C	5.22403104236346e-08	4.8997549796786e-08	5.38075722051297e-08
P40354	YJR062C	7.19053801658256e-08	6.56387674881559e-08	6.91864421186372e-08
P40356	YGL025C	8.03905019621344e-08	6.63188809398025e-08	7.20636441755558e-08
P40357	YGR009C	1.16763753768939e-07	9.81242364236193e-08	1.06610628068421e-07
P40358	YJL073W	9.14425184435929e-08	8.02572361361734e-08	8.5012976126432e-08
P40359	YJL072C	5.90767291881613e-08	4.55475382918458e-08	5.76589697563319e-08
P40360	YJL071W	1.1718340839247e-07	1.0405086720094e-07	1.15497892500597e-07
P40361	YJL070C	1.45915212208745e-08	1.46889291876337e-08	1.62482150994373e-08
P40362	YJL069C	3.05597663141035e-07	2.63450806255811e-07	2.74203794956526e-07
P40363	YJL068C	2.83484380949873e-07	2.38763651017394e-07	2.52621241817318e-07
P40364	YJL066C	2.17806142179125e-07	1.82281194745812e-07	2.00077657570789e-07
P40367	YJL062W	1.9241037097044e-07	1.65330392540742e-07	1.76697803654331e-07
P40368	YJL061W	1.66288278963358e-06	1.41895491791129e-06	1.5104590557817e-06
P40395	YLR039C	4.31104383799556e-08	3.42433900999505e-08	3.85280056120062e-08
P40413	YJR064W	1.18997575266193e-06	1.00003160128457e-06	1.072142351969e-06
P40414	YIL138C	7.24564443809911e-07	6.58213148308909e-07	6.93040119694392e-07
P40416	YMR301C	1.24838584881216e-07	1.06752291743087e-07	1.14325489452443e-07
P40422	YHR143W-A	2.8022161491601e-06	2.43011351726463e-06	2.53512585249925e-06
P40433	YIL107C	4.60894372410896e-08	4.0346653070463e-08	4.4878129229163e-08
P40438	YIL173W	7.87978632112423e-09	6.90721401172553e-09	7.54631541390048e-09
P40449	YIL161W	3.536075065921e-08	3.04578043012419e-08	3.35121537381436e-08
P40450	YIL159W	3.55616873001662e-08	3.17277273255027e-08	3.3393483177181e-08
P40452	YIL157C	4.70684484951962e-07	4.10491574968895e-07	4.27156550577498e-07
P40453	YIL156W	1.73629378591669e-08	1.45472541164716e-08	1.67157514966333e-08
P40454	YIL153W	1.79034357553395e-08	1.49508104222472e-08	1.62125925671194e-08
P40456	YIL151C	2.0956357971259e-08	1.66839632242002e-08	2.06064075959106e-08
P40457	YIL149C	8.66785178532754e-08	7.05633143187245e-08	7.59405242842892e-08
P40459	YIL145C	3.04322120511647e-07	2.56032829912507e-07	2.70021438394621e-07
P40460	YIL144W	3.44442297944119e-08	2.94593595061242e-08	3.17460961320297e-08
P40462	YIL137C	4.78516839292735e-07	4.02003710080636e-07	4.2798810454833e-07
P40463	YIL135C	1.22094490696816e-07	1.04108497129625e-07	1.05913057636925e-07
P40466	YIL131C	1.35786858927312e-07	1.09856637342103e-07	1.1934497787309e-07
P40467	YIL130W	1.03782990429653e-07	9.05861157051549e-08	9.86684482873856e-08
P40468	YIL129C	6.43096623783651e-08	5.35103497528616e-08	5.77146138452166e-08
P40469	YIL128W	2.18356408095547e-07	1.81538312708466e-07	1.94023409743781e-07
P40470	YIL127C	2.20053886431649e-07	1.63276018507917e-07	1.71997670146576e-07
P40471	YIL124W	4.34625472457978e-07	3.75723912036636e-07	4.05934810608036e-07
P40477	YIL115C	2.16432440824153e-07	1.8486758050696e-07	2.00540588722374e-07
P40478	YIL114C	3.6569010246612e-07	3.06747375001161e-07	3.36813674411711e-07
P40480	YIL112W	3.64376146367702e-08	3.0658815357793e-08	3.28330063537959e-08
P40481	YIL110W	5.16511109725097e-07	4.50182766238612e-07	4.68713769840651e-07
P40482	YIL109C	1.69824157387619e-06	1.39339095793995e-06	1.48919310164128e-06
P40483	YIL108W	1.87104837443635e-07	1.59187708775404e-07	1.72389744313206e-07
P40484	YIL106W	5.47595629718515e-08	4.97168623966842e-08	5.51662304271328e-08
P40485	YIL105C	1.73503555209053e-07	1.51029003489362e-07	1.5482279897512e-07
P40486	YIL104C	1.39354058272535e-07	1.19033323537523e-07	1.28621149893928e-07
P40487	YIL103W	4.85154031444779e-07	4.13542310646061e-07	4.41100079610708e-07
P40491	YIL098C	1.51491864910108e-07	1.34143786948429e-07	1.39016482415776e-07
P40493	YIL096C	3.59052939432661e-08	3.1775610467411e-08	3.26205127234364e-08
P40494	YIL095W	7.38669746258504e-08	5.85627805146345e-08	6.54987440774769e-08
P40495	YIL094C	8.274607499695e-06	6.85018423626142e-06	7.44105129325988e-06
P40496	YIL093C	2.71804481438339e-07	2.25700624594052e-07	2.43438744811586e-07
P40498	YIL091C	3.11015057393738e-07	2.41744529612053e-07	2.61241103468922e-07
P40504	YIL085C	1.35595850541307e-07	1.21442712571371e-07	1.21935644052338e-07
P40505	YIL084C	9.0062118649775e-08	7.7846658160164e-08	8.38448991385146e-08
P40506	YIL083C	3.78086882311621e-07	3.239954827554e-07	3.47339359071222e-07
P40507	YIL079C	1.34449926887452e-07	1.13807140267358e-07	1.20894049262533e-07
P40509	YIL076W	9.1098999901928e-07	7.30577672490478e-07	7.37406263549512e-07
P40510	YIL074C	8.35184694357754e-06	6.37587904101005e-06	7.09887551134064e-06
P40513	YIL070C	4.78803615817925e-06	4.10260775372976e-06	4.27857447798359e-06
P40515	YIL065C	3.25693417586589e-07	2.79843388529251e-07	2.9996995491014e-07
P40516	YIL064W	3.23308187947218e-07	2.62295583134249e-07	2.86127586781667e-07
P40517	YIL063C	1.56212794540435e-06	1.3354600826426e-06	1.42305923710547e-06
P40518	YIL062C	6.80092788170192e-07	5.56647248757891e-07	5.92482661843387e-07
P40522	YIL056W	5.60371233544112e-08	4.87689638256757e-08	5.18061351129768e-08
P40523	YIL055C	1.33396183645241e-06	1.06599109223165e-06	1.1753952054788e-06
P40525	YIL052C	0.0001112222154169	9.53941746472802e-05	0.000104313707075048
P40527	YIL048W	1.48572317530665e-07	1.22093404143937e-07	1.31979741473904e-07
P40529	YIL044C	1.90351166259529e-07	1.55780388074787e-07	1.70900962329164e-07
P40530	YIL042C	5.00807295772684e-08	4.25187715739266e-08	4.82260458497953e-08
P40531	YIL041W	5.70788107517673e-06	4.84635179459942e-06	5.12147039779453e-06
P40533	YIL039W	6.33123924260169e-07	5.44606456162729e-07	5.83213614334829e-07
P40535	YIL036W	7.78095416810065e-08	6.23013689406502e-08	6.82919169757115e-08
P40537	YIL031W	1.0089416763934e-08	9.50243795026949e-09	1.05783549764803e-08
P40540	YIL027C	9.46460871408021e-07	8.37051155424274e-07	8.62646689479836e-07
P40541	YIL026C	4.12435536949082e-07	3.46010336439763e-07	3.67588701392902e-07
P40544	YIL023C	1.47369465030399e-08	9.83982830699914e-09	1.28255920266761e-08
P40545	YIL020C	2.91381990524465e-07	2.49955959884058e-07	2.61975279894207e-07
P40548	YIL016W	3.98919541329243e-07	3.38014540798633e-07	3.62377545998517e-07
P40549	YIL014W	3.36261568887552e-08	2.91979781085325e-08	3.09548187430336e-08
P40550	YIL013C	6.66632138161013e-09	5.36751947828029e-09	6.21095564253117e-09
P40553	YIL010W	2.29603533312807e-07	1.98499067336876e-07	2.10038818898534e-07
P40555	YIL007C	3.58770057135804e-08	3.05224379078763e-08	3.41639848181188e-08
P40557	YIL005W	1.45972013074099e-07	1.28203394190764e-07	1.5682802449382e-07
P40559	YIL002C	3.39339397610488e-08	2.72127354331177e-08	2.88241186842235e-08
P40560	YIL001W	6.12957778608398e-09	5.13234123582021e-09	5.67646492341504e-09
P40561	YIR001C	2.41922535674617e-07	2.15141193701078e-07	2.22026063570452e-07
P40562	YIR002C	6.20562945028222e-08	5.10033116985861e-08	5.457229245383e-08
P40563	YIR003W	2.32789203839161e-07	1.96479137162924e-07	2.07522180640306e-07
P40564	YIR004W	1.88189340394938e-07	1.61155551029363e-07	1.70911524271816e-07
P40566	YIR007W	4.22823382233788e-08	3.82005104733853e-08	4.25684881566292e-08
P40567	YIR009W	1.49893079200239e-08	1.12053094139673e-08	1.24335014588424e-08
P40573	YIR017C	6.16852201899017e-08	5.52061667614542e-08	5.64220867019711e-08
P40574	YIR018W	2.16012523706621e-08	1.73088774680199e-08	1.78502295027952e-08
P40577	YIR025W	1.0100229340033e-08	8.2692224901217e-09	8.82901993476593e-09
P40579	YIR035C	3.24043354474442e-07	2.74005109193033e-07	2.70838926384471e-07
P40580	YIR036C	2.68673096975927e-07	2.11525421156071e-07	2.28935694714316e-07
P40581	YIR037W	1.02883995806521e-06	8.75409461191402e-07	8.9864781832322e-07
P40582	YIR038C	5.60619570266878e-07	4.99709811478939e-07	5.75306570233474e-07
P40693	YNL002C	1.87422714584497e-06	1.54057304847673e-06	1.76949735792913e-06
P40825	YOR335C	5.22892369938462e-06	4.43059830368109e-06	4.70622529981002e-06
P40850	YNL085W	9.80568097384553e-07	7.87830491772582e-07	8.67893993600898e-07
P40856	YJL098W	1.27375209757613e-07	1.02474114317769e-07	1.14226692496742e-07
P40857	YJL097W	6.7404825456402e-07	6.33800003964645e-07	7.04582713001555e-07
P40858	YJL096W	1.27050247343653e-07	1.11153769847544e-07	1.16809538735459e-07
P40893	YJL217W	2.09373620556359e-05	1.73578584891281e-05	1.86497289553789e-05
P40896	YJL213W	2.48969609543675e-07	2.16961075246444e-07	2.20661296826249e-07
P40956	YGL181W	2.10938851413789e-07	1.78193258103416e-07	1.91987670260973e-07
P40957	YGL086W	8.26761471319775e-08	7.00535747501799e-08	7.53831674313193e-08
P40958	YJL030W	1.49879592216842e-07	1.32050692594302e-07	1.36285781897753e-07
P40959	YMR004W	1.38209612056779e-07	1.1805960835802e-07	1.25036307671716e-07
P40961	YGR132C	2.06208003161192e-06	1.65614400528602e-06	1.85688828955753e-06
P40962	YOR077W	3.86642530981513e-08	3.09776315705356e-08	3.24065329600177e-08
P40968	YDR364C	5.14215553820393e-08	4.27075371736132e-08	4.94794275014839e-08
P40969	YMR168C	3.36066620820206e-07	3.31679649950844e-07	3.40356137006674e-07
P40970	YDR062W	5.38620269313616e-07	4.62355311489673e-07	4.79438665255867e-07
P40986	YDR182W	3.56038702001483e-07	2.78241000028756e-07	3.10620589251825e-07
P40987	YOR349W	1.72116262387743e-08	1.39874248329524e-08	1.47675453200689e-08
P40988	YMR319C	1.63384293353019e-08	1.38066460333492e-08	1.4807709974067e-08
P40989	YGR032W	1.73508932285037e-08	1.45094867441341e-08	1.66800142304179e-08
P40990	YDL107W	5.80779264583646e-08	4.89729212640071e-08	5.38126545792941e-08
P40991	YNL061W	1.18536686644982e-06	1.04710897903178e-06	1.08907135185647e-06
P40993	YDR478W	3.17470485617895e-08	2.57666411772742e-08	3.08456136081952e-08
P40994	YOR094W	1.53405144865975e-07	1.34889087658573e-07	1.44602508621462e-07
P41056	YOR234C	1.46223166118655e-05	1.26065509162298e-05	1.3405531620352e-05
P41057	YLR388W	3.65267102801633e-05	3.20927676662176e-05	3.3282452781877e-05
P41058	YDL061C	2.43991874625731e-05	2.08173294436738e-05	2.17676337150893e-05
P41277	YIL053W	2.95115282531864e-05	2.54015209896747e-05	2.64451994882532e-05
P41318	YNL006W	1.78149579657588e-07	1.33127526495574e-07	1.47188475709734e-07
P41338	YPL028W	3.71604267570451e-06	3.12234731443318e-06	3.2106389543755e-06
P41543	YJL002C	9.57837381279819e-07	8.10738999085406e-07	8.4540694118221e-07
P41696	YOR113W	2.08314718115352e-08	1.88607568063793e-08	1.89633620975758e-08
P41697	YLR319C	1.18330702154325e-07	1.02472602860134e-07	1.06087701590681e-07
P41734	YOR126C	2.05133057803354e-07	1.76177973786939e-07	1.84804525692083e-07
P41735	YOR125C	5.30388379351469e-08	4.72757433397629e-08	4.42924584560722e-08
P41800	YLL006W	5.35107803624765e-07	4.20827544311236e-07	5.67513055862221e-07
P41805	YLR075W	6.52893406746906e-05	5.70606077673593e-05	6.20616068616859e-05
P41807	YPR036W	2.8081786037833e-06	2.2707693061844e-06	2.50184415040582e-06
P41810	YDR238C	1.1511727098499e-06	9.3556760600668e-07	1.00760518506401e-06
P41811	YGL137W	1.62393499803784e-06	1.34948834567204e-06	1.44509008956132e-06
P41812	YNL221C	8.95232206429703e-08	8.02165607466511e-08	8.34849797601124e-08
P41813	YNL068C	3.48259938423918e-08	2.8577968419722e-08	3.63259545046628e-08
P41814	YNL062C	6.00050539101381e-07	5.16180592767769e-07	5.44510723220101e-07
P41818	YMR311C	4.7614198525379e-07	3.9662936213768e-07	4.1662874497508e-07
P41819	YPL266W	8.25361281661609e-07	7.09516403976756e-07	7.68403530867321e-07
P41832	YNL271C	7.48177404794465e-08	6.22209689896762e-08	6.84122503545622e-08
P41835	YPL214C	8.45195426227807e-08	6.66719206728196e-08	7.39671698187791e-08
P41895	YGR186W	2.63177203590731e-07	2.29684244167687e-07	2.37846526198399e-07
P41896	YGR005C	1.95571216986502e-07	1.70486009526531e-07	1.79842988378228e-07
P41903	YJR019C	8.56418032634869e-08	7.60151521892551e-08	7.87830455497196e-08
P41910	YDR005C	6.22132977407311e-08	5.08493467439324e-08	5.62835024411066e-08
P41911	YOL059W	1.8166754028647e-06	1.449545841162e-06	1.57438616803666e-06
P41913	YOR355W	3.11552522418475e-08	2.76343076894308e-08	2.91152511428019e-08
P41920	YDR002W	3.25971615720853e-06	2.86358488673083e-06	3.01097392249275e-06
P41921	YPL091W	1.26425700751705e-06	1.03174876588559e-06	1.13943145722484e-06
P41939	YLR174W	1.8824034931983e-08	2.139689857863e-08	1.57992471362725e-08
P41940	YDL055C	1.62681681011278e-05	1.36312668834679e-05	1.42418647915415e-05
P41948	YNL142W	2.30071516925935e-07	2.15083498161962e-07	2.06147515357553e-07
P42073	YDR195W	1.28609980124205e-07	1.06351207529538e-07	1.12733900043963e-07
P42826	YGR194C	8.60601213267867e-08	7.22646129186078e-08	7.55995266793952e-08
P42835	YNL327W	4.07548829343523e-08	3.63100503669429e-08	3.65992682713044e-08
P42836	YNL326C	1.57585330197135e-08	1.25196171253477e-08	1.32211348731236e-08
P42837	YNL325C	4.91768429151713e-08	3.90335940625717e-08	4.28630074693899e-08
P42838	YNL323W	3.0898767614147e-07	2.82511906144621e-07	3.00442372352416e-07
P42839	YNL321W	1.68566456597678e-07	1.391035290774e-07	2.1604127195071e-07
P42840	YNL320W	1.10435515349127e-07	9.32900739421037e-08	9.81868928284956e-08
P42841	YNL317W	8.20628291300459e-08	6.62110363123267e-08	7.16787932084558e-08
P42842	YNL313C	2.69943356594766e-07	2.36146751911277e-07	2.50344883458185e-07
P42843	YNL311C	2.3323326414991e-07	1.92379391439611e-07	2.04402789829627e-07
P42844	YNL310C	2.3803334592823e-07	1.63609992730975e-07	2.09321798059347e-07
P42845	YNL309W	4.67122445997247e-08	4.05277524170843e-08	4.26996653268072e-08
P42846	YNL308C	5.75239509969048e-07	5.14689905437639e-07	5.33354026891726e-07
P42847	YNL306W	1.79932736495561e-07	1.54910705303922e-07	1.64417000031088e-07
P42900	YLR139C	8.96134637192003e-08	7.8723345217167e-08	8.51597167055674e-08
P42934	YGR199W	1.78353742338101e-07	1.59116428029815e-07	1.7699964671676e-07
P42935	YGR200C	3.13396140576557e-07	2.7319009763846e-07	2.89061577414904e-07
P42937	YGR203W	2.56815656246158e-07	2.0000718617784e-07	2.20397701076659e-07
P42938	YGR205W	2.43860341277014e-07	1.94082256651588e-07	2.17895965177208e-07
P42939	YGR206W	2.62524896360478e-08	2.46286570503676e-08	2.59602382686435e-08
P42940	YGR207C	1.27958315997035e-06	9.99074533041584e-07	1.0960024600784e-06
P42941	YGR208W	1.23644141307847e-06	1.06477262683923e-06	1.11859129508458e-06
P42942	YGR210C	3.94998611086615e-07	3.36615756793549e-07	3.59403466364203e-07
P42943	YJL111W	2.11314914334396e-06	1.78346805866489e-06	1.93810532642859e-06
P42944	YJL110C	4.21437052687136e-08	3.49206570647127e-08	3.99642593627738e-08
P42945	YJL109C	5.70576204391691e-07	4.91782244869893e-07	5.15669869330962e-07
P42949	YJL104W	5.79703712817284e-07	4.93252726927883e-07	5.27741387049172e-07
P43122	YDL104C	3.11506355357928e-08	2.69386693129564e-08	2.86793547799199e-08
P43123	YDL103C	5.84096874944473e-07	4.85100103622835e-07	5.23181988711814e-07
P43132	YLR015W	6.13838766850487e-08	5.21154006265895e-08	5.71324028884675e-08
P43321	YLR147C	5.023897985545e-07	4.43406008822754e-07	4.72950094909347e-07
P43535	YFR009W	5.00791345837395e-07	4.23464432890561e-07	4.479579726341e-07
P43545	YFL059W	4.7195912855422e-09	4.21449304403883e-09	4.5044005067687e-09
P43554	YFL049W	4.52182166504493e-08	3.66609185195665e-08	4.02696846275455e-08
P43555	YFL048C	9.72127557351704e-07	8.33722769001723e-07	8.54520727334579e-07
P43556	YFL047W	2.14385409441532e-07	1.78596593878788e-07	1.95295706969088e-07
P43558	YFL044C	3.4326660770331e-07	2.91754280974411e-07	3.09910833982387e-07
P43560	YFL042C	4.43594939518722e-08	3.23152141760729e-08	3.79372253576296e-08
P43561	YFL041W	4.85449109720403e-07	3.85167960078588e-07	4.68758915353576e-07
P43563	YFL034C-B	1.24263421588487e-07	1.00171837062397e-07	1.0911899816028e-07
