GO:0006523	biological_process	alanine biosynthetic process
GO:0006532	biological_process	aspartate biosynthetic process
GO:0006526	biological_process	arginine biosynthetic process
GO:0006529	biological_process	asparagine biosynthetic process
GO:0006564	biological_process	L-serine biosynthetic process
GO:0006561	biological_process	proline biosynthetic process
GO:0006542	biological_process	glutamine biosynthetic process
GO:0006545	biological_process	glycine biosynthetic process
GO:0006537	biological_process	glutamate biosynthetic process
GO:0006592	biological_process	ornithine biosynthetic process
GO:0000162	biological_process	tryptophan biosynthetic process
GO:0000105	biological_process	histidine biosynthetic process
GO:0033322	biological_process	homomethionine biosynthetic process
GO:1901705	biological_process	L-isoleucine biosynthetic process
GO:2000284	biological_process	positive regulation of cellular amino acid biosynthetic process
GO:2000283	biological_process	negative regulation of cellular amino acid biosynthetic process
GO:2000282	biological_process	regulation of cellular amino acid biosynthetic process
GO:0009086	biological_process	methionine biosynthetic process
GO:0009085	biological_process	lysine biosynthetic process
GO:0009088	biological_process	threonine biosynthetic process
GO:0009094	biological_process	L-phenylalanine biosynthetic process
GO:0009099	biological_process	valine biosynthetic process
GO:0009098	biological_process	leucine biosynthetic process
GO:0009090	biological_process	homoserine biosynthetic process
GO:0071268	biological_process	homocysteine biosynthetic process
GO:0046437	biological_process	D-amino acid biosynthetic process
GO:0019483	biological_process	beta-alanine biosynthetic process
GO:0019344	biological_process	cysteine biosynthetic process
